"nr";"year";"black";"exper";"hisp";"hours";"married";"occ1";"occ2";"occ3";"occ4";"occ5";"occ6";"occ7";"occ8";"occ9";"educ";"union";"lwage";"d81";"d82";"d83";"d84";"d85";"d86";"d87";"expersq"
8406;1983;0;9;1;2080;1;0;0;0;0;0;1;0;0;0;8;0;1,54777801036835;0;0;1;0;0;0;0;81
8406;1984;0;10;1;2080;1;0;0;0;0;1;0;0;0;0;8;0;1,6113189458847;0;0;0;1;0;0;0;100
8406;1985;0;11;1;2080;1;0;0;0;0;1;0;0;0;0;8;0;1,5769510269165;0;0;0;0;1;0;0;121
8406;1986;0;12;1;2080;1;0;0;0;0;0;1;0;0;0;8;0;1,70622897148132;0;0;0;0;0;1;0;144
8406;1987;0;13;1;2080;1;0;0;0;0;1;0;0;0;0;8;0;1,70692801475525;0;0;0;0;0;0;1;169
8415;1980;1;2;0;548;0;0;0;0;0;0;0;0;1;0;10;0;1,1724100112915;0;0;0;0;0;0;0;4
8415;1981;1;3;0;2088;0;0;0;0;0;0;1;0;0;0;10;1;0,426944106817245;1;0;0;0;0;0;0;9
8415;1982;1;4;0;1744;0;0;0;0;0;0;1;0;0;0;10;0;1,51001501083374;0;1;0;0;0;0;0;16
8415;1983;1;5;0;1565;0;0;0;0;0;1;0;0;0;0;10;1;-0,0695493966341019;0;0;1;0;0;0;0;25
8415;1984;1;6;0;2080;0;0;0;0;0;0;0;0;0;1;10;1;1,8277280330658;0;0;0;1;0;0;0;36
8415;1985;1;7;0;2080;1;0;0;0;0;0;0;0;0;1;10;1;1,79336094856262;0;0;0;0;1;0;0;49
8415;1986;1;8;0;2080;1;0;0;0;0;0;1;0;0;0;10;1;1,9910169839859;0;0;0;0;0;1;0;64
8415;1987;1;9;0;2080;1;0;0;0;0;0;1;0;0;0;10;1;1,95205104351044;0;0;0;0;0;0;1;81
8496;1980;1;2;0;1145;0;0;0;0;0;0;0;1;0;0;12;0;1,35181605815887;0;0;0;0;0;0;0;4
8496;1981;1;3;0;1040;0;0;0;0;1;0;0;0;0;0;12;0;1,19625103473663;1;0;0;0;0;0;0;9
8496;1982;1;4;0;1980;0;0;0;0;1;0;0;0;0;0;12;0;0,641162097454071;0;1;0;0;0;0;0;16
8496;1983;1;5;0;2080;0;0;0;1;0;0;0;0;0;0;12;0;1,11614394187927;0;0;1;0;0;0;0;25
8496;1984;1;6;0;2080;0;0;0;1;0;0;0;0;0;0;12;0;0,989399194717407;0;0;0;1;0;0;0;36
8496;1985;1;7;0;2080;0;0;0;0;0;0;0;1;0;0;12;0;1,13735294342041;0;0;0;0;1;0;0;49
8496;1986;1;8;0;2080;0;0;0;1;0;0;0;0;0;0;12;0;1,05274701118469;0;0;0;0;0;1;0;64
8496;1987;1;9;0;2080;1;0;0;1;0;0;0;0;0;0;12;0;1,21445202827454;0;0;0;0;0;0;1;81
8501;1980;1;5;0;2028;0;0;0;0;1;0;0;0;0;0;10;0;0,962491810321808;0;0;0;0;0;0;0;25
8501;1981;1;6;0;1991;0;0;0;0;0;0;0;0;0;1;10;1;1,03412997722626;1;0;0;0;0;0;0;36
8501;1982;1;7;0;1920;0;0;0;0;0;0;0;0;0;1;10;1;0,854255318641663;0;1;0;0;0;0;0;49
8501;1983;1;8;0;1960;0;0;0;0;0;0;0;0;0;1;10;1;1,09168601036072;0;0;1;0;0;0;0;64
8501;1984;1;9;0;2080;0;0;0;0;0;0;0;0;0;1;10;0;0,855867803096771;0;0;0;1;0;0;0;81
8501;1985;1;10;0;2080;0;0;0;0;0;0;0;0;0;1;10;0;0,821500182151794;0;0;0;0;1;0;0;100
8501;1986;1;11;0;2080;0;0;0;0;0;0;0;0;0;1;10;1;0,934964001178741;0;0;0;0;0;1;0;121
8501;1987;1;12;0;2080;0;0;0;0;0;0;0;0;0;1;10;0;1,01378095149994;0;0;0;0;0;0;1;144
8518;1980;0;5;0;2600;0;0;0;0;0;1;0;0;0;0;12;1;1,85612797737122;0;0;0;0;0;0;0;25
8518;1981;0;6;0;2150;0;0;0;0;0;0;1;0;0;0;12;1;2,18061208724976;1;0;0;0;0;0;0;36
8518;1982;0;7;0;1760;1;0;0;0;0;1;0;0;0;0;12;1;2,42665195465088;0;1;0;0;0;0;0;49
8518;1983;0;8;0;840;1;1;0;0;0;0;0;0;0;0;12;1;2,37279391288757;0;0;1;0;0;0;0;64
8518;1984;0;9;0;1920;1;0;0;0;0;1;0;0;0;0;12;1;2,70357298851013;0;0;0;1;0;0;0;81
8518;1985;0;10;0;1640;1;0;0;0;0;0;1;0;0;0;12;1;2,92190003395081;0;0;0;0;1;0;0;100
8518;1986;0;11;0;2280;1;0;0;0;0;1;0;0;0;0;12;0;2,16491198539734;0;0;0;0;0;1;0;121
8518;1987;0;12;0;2896;1;0;0;0;0;1;0;0;0;0;12;0;1,88679099082947;0;0;0;0;0;0;1;144
8520;1980;0;2;0;3050;0;1;0;0;0;0;0;0;0;0;15;0;0,554400324821472;0;0;0;0;0;0;0;4
8520;1981;0;3;0;3276;0;0;0;0;0;0;1;0;0;0;15;1;1,11596202850342;1;0;0;0;0;0;0;9
8520;1982;0;4;0;2825;0;0;0;1;0;0;0;0;0;0;15;0;1,31536996364594;0;1;0;0;0;0;0;16
8520;1983;0;5;0;3106;1;0;0;1;0;0;0;0;0;0;15;0;1,25990402698517;0;0;1;0;0;0;0;25
8520;1984;0;6;0;1530;1;0;1;0;0;0;0;0;0;0;15;0;1,29649901390076;0;0;0;1;0;0;0;36
8520;1985;0;7;0;4290;1;0;0;1;0;0;0;0;0;0;15;0;-1,15518200397491;0;0;0;0;1;0;0;49
8520;1986;0;8;0;4565;1;0;1;0;0;0;0;0;0;0;15;0;1,28834795951843;0;0;0;0;0;1;0;64
8520;1987;0;9;0;4225;1;0;0;0;0;0;0;1;0;0;15;0;1,36600196361542;0;0;0;0;0;0;1;81
8524;1980;0;1;0;1825;1;0;0;0;0;1;0;0;0;0;11;0;1,19825899600983;0;0;0;0;0;0;0;1
8524;1981;0;2;0;2080;1;0;0;0;0;0;0;1;0;0;11;0;1,5293949842453;1;0;0;0;0;0;0;4
8524;1982;0;3;0;1960;1;0;0;0;0;0;0;1;0;0;11;1;1,52678298950195;0;1;0;0;0;0;0;9
8524;1983;0;4;0;1960;1;0;0;0;0;0;0;1;0;0;11;1;1,49715101718903;0;0;1;0;0;0;0;16
8524;1984;0;5;0;2000;1;0;0;0;0;0;0;0;0;1;11;1;1,51412796974182;0;0;0;1;0;0;0;25
8524;1985;0;6;0;1920;1;0;0;0;0;1;0;0;0;0;11;1;1,72822105884552;0;0;0;0;1;0;0;36
8524;1986;0;7;0;2000;1;0;0;0;0;1;0;0;0;0;11;1;-0,699791729450226;0;0;0;0;0;1;0;49
8524;1987;0;8;0;2360;1;0;0;0;0;0;0;1;0;0;11;1;1,58063399791718;0;0;0;0;0;0;1;64
8548;1980;0;3;0;2090;0;0;0;0;0;0;0;0;0;1;8;0;1,19474196434021;0;0;0;0;0;0;0;9
8548;1981;0;4;0;1960;0;0;0;0;0;0;0;0;0;1;8;0;1,18335402011871;1;0;0;0;0;0;0;16
8548;1982;0;5;0;2080;0;0;0;0;0;0;1;0;0;0;8;0;1,13769805431366;0;1;0;0;0;0;0;25
8548;1983;0;6;0;2080;0;0;0;0;0;0;1;0;0;0;8;0;1,36703705787659;0;0;1;0;0;0;0;36
8548;1984;0;7;0;2310;1;0;0;0;0;0;1;0;0;0;8;0;1,34439396858215;0;0;0;1;0;0;0;49
8548;1985;0;8;0;1270;0;0;0;0;0;0;1;0;0;0;8;0;1,53226399421692;0;0;0;0;1;0;0;64
8548;1986;0;9;0;2210;0;0;0;0;0;0;1;0;0;0;8;0;1,19279301166534;0;0;0;0;0;1;0;81
8548;1987;0;10;0;2080;0;0;0;0;0;0;1;0;0;0;8;0;1,06784796714783;0;0;0;0;0;0;1;100
8556;1980;0;2;0;2236;0;0;0;0;0;0;1;0;0;0;11;0;1,63804304599762;0;0;0;0;0;0;0;4
8556;1981;0;3;0;2152;0;0;0;0;0;0;1;0;0;0;11;0;1,78304803371429;1;0;0;0;0;0;0;9
8556;1982;0;4;0;2191;0;0;0;0;0;0;0;0;0;1;11;0;1,63851296901703;0;1;0;0;0;0;0;16
8556;1983;0;5;0;2236;1;0;0;0;0;0;0;0;0;1;11;0;1,77087199687958;0;0;1;0;0;0;0;25
8556;1984;0;6;0;2236;1;0;0;0;0;1;0;0;0;0;11;0;1,97313094139099;0;0;0;1;0;0;0;36
8556;1985;0;7;0;2236;1;0;0;0;0;0;0;0;0;1;11;0;2,02214503288269;0;0;0;0;1;0;0;49
8556;1986;0;8;0;2128;1;0;0;0;0;1;0;0;0;0;11;0;1,92375004291534;0;0;0;0;0;1;0;64
8556;1987;0;9;0;2080;1;0;0;0;0;0;0;0;0;1;11;0;2,03543210029602;0;0;0;0;0;0;1;81
8564;1980;0;1;0;3940;0;0;0;1;0;0;0;0;0;0;11;0;0,809186816215515;0;0;0;0;0;0;0;1
8564;1981;0;2;0;2600;1;0;0;0;0;0;1;0;0;0;11;0;1,26369202136993;1;0;0;0;0;0;0;4
8564;1982;0;3;0;2600;1;0;0;0;0;0;1;0;0;0;11;0;1,35456395149231;0;1;0;0;0;0;0;9
8564;1983;0;4;0;2600;1;0;0;0;0;0;1;0;0;0;11;0;1,47051799297333;0;0;1;0;0;0;0;16
8564;1984;0;5;0;3040;1;0;0;0;0;0;1;0;0;0;11;0;1,36368095874786;0;0;0;1;0;0;0;25
8564;1985;0;6;0;2300;1;0;0;0;0;0;1;0;0;0;11;0;1,81957101821899;0;0;0;0;1;0;0;36
8564;1986;0;7;0;2136;1;0;0;0;0;0;0;1;0;0;11;0;1,53700602054596;0;0;0;0;0;1;0;49
8564;1987;0;8;0;2080;1;0;0;0;1;0;0;0;0;0;11;0;1,52460694313049;0;0;0;0;0;0;1;64
8581;1980;1;3;0;1820;0;0;0;0;0;0;0;0;0;1;12;0;1,2277090549469;0;0;0;0;0;0;0;9
8581;1981;1;4;0;1493;0;0;0;0;0;0;0;0;0;1;12;0;1,16782796382904;1;0;0;0;0;0;0;16
8581;1982;1;5;0;1863;0;0;0;0;0;0;0;0;0;1;12;0;0,708450496196747;0;1;0;0;0;0;0;25
8581;1983;1;6;0;2530;0;0;0;0;0;0;0;0;0;1;12;0;0,961501121520996;0;0;1;0;0;0;0;36
8581;1984;1;7;0;2851;1;0;0;0;0;0;0;0;0;1;12;0;0,674097299575806;0;0;0;1;0;0;0;49
8581;1985;1;8;0;2020;1;0;0;0;0;0;0;0;0;1;12;0;0,984301924705505;0;0;0;0;1;0;0;64
8581;1986;1;9;0;2240;1;0;0;0;0;0;1;0;0;0;12;0;0,727324604988098;0;0;0;0;0;1;0;81
8581;1987;1;10;0;3614;0;0;0;0;0;0;1;0;0;0;12;0;0,749015927314758;0;0;0;0;0;0;1;100
8586;1980;1;3;0;2472;0;0;0;0;0;0;1;0;0;0;12;0;-0,764880895614624;0;0;0;0;0;0;0;9
8586;1981;1;4;0;2152;0;0;0;0;0;0;1;0;0;0;12;0;1,64951598644257;1;0;0;0;0;0;0;16
8586;1982;1;5;0;2080;0;0;0;0;0;0;1;0;0;0;12;0;1,87282502651215;0;1;0;0;0;0;0;25
8586;1983;1;6;0;2472;0;0;0;0;0;0;1;0;0;0;12;0;1,61337494850159;0;0;1;0;0;0;0;36
8586;1984;1;7;0;2128;0;0;0;0;0;0;0;1;0;0;12;0;1,62798297405243;0;0;0;1;0;0;0;49
8586;1985;1;8;0;2080;0;0;0;0;0;0;1;0;0;0;12;0;1,64817905426025;0;0;0;0;1;0;0;64
8586;1986;1;9;0;2416;0;0;0;0;0;0;1;0;0;0;12;0;1,79682004451752;0;0;0;0;0;1;0;81
8586;1987;1;10;0;2264;0;0;0;0;0;0;0;1;0;0;12;0;1,67622995376587;0;0;0;0;0;0;1;100
8587;1980;1;3;0;1814;0;0;0;0;0;0;1;0;0;0;11;1;0,992074072360992;0;0;0;0;0;0;0;9
8587;1981;1;4;0;2012;0;0;0;0;0;0;0;0;0;1;11;0;0,898236095905304;1;0;0;0;0;0;0;16
8587;1982;1;5;0;2075;0;0;0;0;0;0;0;0;0;1;11;0;0,969990789890289;0;1;0;0;0;0;0;25
8587;1983;1;6;0;1960;0;0;0;0;0;0;0;0;0;1;11;0;0,804004311561584;0;0;1;0;0;0;0;36
8587;1984;1;7;0;2227;0;0;0;0;0;0;0;1;0;0;11;0;1,30552303791046;0;0;0;1;0;0;0;49
8587;1985;1;8;0;2089;0;0;0;0;0;0;1;0;0;0;11;1;1,47662496566772;0;0;0;0;1;0;0;64
8587;1986;1;9;0;2120;0;0;0;0;0;0;1;0;0;0;11;0;-0,981204211711884;0;0;0;0;0;1;0;81
8587;1987;1;10;0;2310;0;0;0;0;0;0;1;0;0;0;11;0;0,791118383407593;0;0;0;0;0;0;1;100
8597;1980;1;6;0;1160;0;0;0;0;0;0;0;0;0;1;10;1;1,52112197875977;0;0;0;0;0;0;0;36
8597;1981;1;7;0;1800;0;0;0;0;0;0;1;0;0;0;10;1;1,13497996330261;1;0;0;0;0;0;0;49
8597;1982;1;8;0;2080;0;0;0;0;0;0;1;0;0;0;10;1;1,75504195690155;0;1;0;0;0;0;0;64
8597;1983;1;9;0;2080;0;0;0;0;0;0;1;0;0;0;10;1;1,78603494167328;0;0;1;0;0;0;0;81
8597;1984;1;10;0;2080;0;0;0;0;0;0;1;0;0;0;10;1;1,85439705848694;0;0;0;1;0;0;0;100
8597;1985;1;11;0;2080;0;0;0;0;0;0;1;0;0;0;10;1;1,92011201381683;0;0;0;0;1;0;0;121
8597;1986;1;12;0;2080;0;0;0;0;0;0;1;0;0;0;10;1;1,94656503200531;0;0;0;0;0;1;0;144
8597;1987;1;13;0;2080;0;0;0;0;0;1;0;0;0;0;10;1;1,95205104351044;0;0;0;0;0;0;1;169
8656;1980;0;2;0;2340;0;0;0;0;0;1;0;0;0;0;12;0;1,22485601902008;0;0;0;0;0;0;0;4
8656;1981;0;3;0;2266;0;0;0;0;0;1;0;0;0;0;12;0;1,35673594474792;1;0;0;0;0;0;0;9
8656;1982;0;4;0;2101;0;0;0;0;0;1;0;0;0;0;12;0;1,5373569726944;0;1;0;0;0;0;0;16
8656;1983;0;5;0;2285;1;0;0;0;0;1;0;0;0;0;12;0;1,74919497966766;0;0;1;0;0;0;0;25
8656;1984;0;6;0;2507;1;0;0;0;0;1;0;0;0;0;12;1;1,66767799854279;0;0;0;1;0;0;0;36
8656;1985;0;7;0;2424;1;0;0;0;0;1;0;0;0;0;12;0;1,49512803554535;0;0;0;0;1;0;0;49
8656;1986;0;8;0;2310;1;0;0;0;0;1;0;0;0;0;12;0;1,2355489730835;0;0;0;0;0;1;0;64
8656;1987;0;9;0;3355;1;1;0;0;0;0;0;0;0;0;12;0;0,823379278182983;0;0;0;0;0;0;1;81
8722;1980;0;4;1;2100;0;0;0;0;0;0;1;0;0;0;12;0;1,70079398155212;0;0;0;0;0;0;0;16
8722;1981;0;5;1;2088;0;0;0;0;0;1;0;0;0;0;12;0;1,55024898052216;1;0;0;0;0;0;0;25
8722;1982;0;6;1;1682;0;0;0;0;0;1;0;0;0;0;12;0;1,67974400520325;0;1;0;0;0;0;0;36
8722;1983;0;7;1;2080;0;0;0;0;0;1;0;0;0;0;12;0;1,78603494167328;0;0;1;0;0;0;0;49
8722;1984;0;8;1;2080;0;0;0;0;0;1;0;0;0;0;12;0;1,68254601955414;0;0;0;1;0;0;0;64
8722;1985;0;9;1;2080;0;0;0;0;0;1;0;0;0;0;12;0;1,62286102771759;0;0;0;0;1;0;0;81
8722;1986;0;10;1;1760;0;0;0;0;0;0;1;0;0;0;12;0;1,85579001903534;0;0;0;0;0;1;0;100
8722;1987;0;11;1;2000;0;0;0;0;0;0;1;0;0;0;12;0;1,68899095058441;0;0;0;0;0;0;1;121
8743;1980;0;3;0;2744;1;0;0;0;0;0;0;0;0;1;12;0;1,61563694477081;0;0;0;0;0;0;0;9
8743;1981;0;4;0;2430;1;0;0;0;0;1;0;0;0;0;12;0;1,98000800609589;1;0;0;0;0;0;0;16
8743;1982;0;5;0;2925;1;0;0;0;0;0;0;1;0;0;12;0;1,84427297115326;0;1;0;0;0;0;0;25
8743;1983;0;6;0;3128;1;0;0;0;0;0;1;0;0;0;12;0;1,6221079826355;0;0;1;0;0;0;0;36
8743;1984;0;7;0;3117;1;0;0;0;0;0;0;1;0;0;12;0;1,80129098892212;0;0;0;1;0;0;0;49
8743;1985;0;8;0;3043;1;0;0;0;0;1;0;0;0;0;12;0;1,58615601062775;0;0;0;0;1;0;0;64
8743;1986;0;9;0;3100;1;0;0;0;0;0;1;0;0;0;12;0;1,5475310087204;0;0;0;0;0;1;0;81
8743;1987;0;10;0;3120;1;0;0;0;0;1;0;0;0;0;12;0;1,54658603668213;0;0;0;0;0;0;1;100
8749;1980;1;9;0;1684;1;0;0;0;0;0;1;0;0;0;8;0;1,65919601917267;0;0;0;0;0;0;0;81
8749;1981;1;10;0;1912;1;0;0;0;0;1;0;0;0;0;8;0;1,32593095302582;1;0;0;0;0;0;0;100
8749;1982;1;11;0;1800;1;0;0;0;0;1;0;0;0;0;8;0;1,57190001010895;0;1;0;0;0;0;0;121
8749;1983;1;12;0;2080;1;0;0;0;0;0;0;1;0;0;8;0;1,43772804737091;0;0;1;0;0;0;0;144
8749;1984;1;13;0;1880;1;0;0;0;0;1;0;0;0;0;8;0;1,5157630443573;0;0;0;1;0;0;0;169
8749;1985;1;14;0;2080;1;0;0;0;0;0;1;0;0;0;8;0;1,43281698226929;0;0;0;0;1;0;0;196
8749;1986;1;15;0;2080;1;0;0;0;0;0;1;0;0;0;8;0;1,52967095375061;0;0;0;0;0;1;0;225
8749;1987;1;16;0;2080;1;0;0;0;0;1;0;0;0;0;8;0;1,74711000919342;0;0;0;0;0;0;1;256
8758;1980;0;3;0;2340;1;0;0;0;0;0;1;0;0;0;12;0;1,42552697658539;0;0;0;0;0;0;0;9
8758;1981;0;4;0;2655;1;0;0;0;0;0;0;1;0;0;12;0;1,19830703735352;1;0;0;0;0;0;0;16
8758;1982;0;5;0;2925;1;0;0;0;0;0;0;1;0;0;12;0;1,52072501182556;0;1;0;0;0;0;0;25
8758;1983;0;6;0;2781;1;0;0;0;0;0;1;0;0;0;12;0;1,99458301067352;0;0;1;0;0;0;0;36
8758;1984;0;7;0;3200;1;0;0;0;0;0;1;0;0;0;12;0;1,70997905731201;0;0;0;1;0;0;0;49
8758;1985;0;8;0;2260;1;0;0;0;0;0;1;0;0;0;12;0;1,82994699478149;0;0;0;0;1;0;0;64
8758;1986;0;9;0;800;1;0;0;0;0;0;1;0;0;0;12;0;2,45720911026001;0;0;0;0;0;1;0;81
8758;1987;0;10;0;2519;1;0;0;0;0;0;1;0;0;0;12;0;1,56950104236603;0;0;0;0;0;0;1;100
8796;1980;0;2;0;1034;0;0;0;0;0;0;0;1;0;0;13;1;1,00749802589417;0;0;0;0;0;0;0;4
8796;1981;0;3;0;1196;0;0;0;0;0;0;0;1;0;0;13;1;2,06597304344177;1;0;0;0;0;0;0;9
8796;1982;0;4;0;1152;0;0;0;0;1;0;0;0;0;0;13;1;2,19798994064331;0;1;0;0;0;0;0;16
8796;1983;0;5;0;1100;0;0;0;0;0;0;0;1;0;0;13;1;2,29792904853821;0;0;1;0;0;0;0;25
8796;1984;0;6;0;1276;0;0;0;0;0;0;0;1;0;0;13;1;2,17118406295776;0;0;0;1;0;0;0;36
8796;1985;0;7;0;1186;0;0;0;0;0;0;0;1;0;0;13;1;2,24073195457458;0;0;0;0;1;0;0;49
8796;1986;0;8;0;1185;0;0;0;0;0;0;0;1;0;0;13;1;2,22755002975464;0;0;0;0;0;1;0;64
8796;1987;0;9;0;1244;0;0;0;0;0;0;0;1;0;0;13;1;2,22096395492554;0;0;0;0;0;0;1;81
8838;1980;0;3;0;2105;0;0;0;0;0;0;0;0;0;1;12;0;1,53136205673218;0;0;0;0;0;0;0;9
8838;1981;0;4;0;1794;0;0;0;0;0;0;0;0;0;1;12;0;1,67731499671936;1;0;0;0;0;0;0;16
8838;1982;0;5;0;2000;0;0;0;0;0;0;0;0;0;1;12;0;1,24087703227997;0;1;0;0;0;0;0;25
8838;1983;0;6;0;1657;0;0;0;0;0;0;0;0;0;1;12;0;1,48276603221893;0;0;1;0;0;0;0;36
8838;1984;0;7;0;3126;0;0;0;0;0;0;0;0;0;1;12;0;1,21062099933624;0;0;0;1;0;0;0;49
8838;1985;0;8;0;2110;0;0;0;0;0;0;0;0;0;1;12;0;1,63385903835297;0;0;0;0;1;0;0;64
8838;1986;0;9;0;2080;1;0;0;0;0;0;0;0;0;1;12;0;1,75694394111633;0;0;0;0;0;1;0;81
8838;1987;0;10;0;2080;1;0;0;0;0;0;0;0;0;1;12;0;1,86107897758484;0;0;0;0;0;0;1;100
8842;1980;0;2;0;2040;0;0;0;0;0;0;0;1;0;0;11;0;1,24427402019501;0;0;0;0;0;0;0;4
8842;1981;0;3;0;694;0;0;0;0;1;0;0;0;0;0;11;0;0,835286974906921;1;0;0;0;0;0;0;9
8842;1982;0;4;0;2080;0;0;0;0;0;0;1;0;0;0;11;0;1,17967796325684;0;1;0;0;0;0;0;16
8842;1983;0;5;0;2315;1;0;0;0;0;0;0;1;0;0;11;0;1,24367499351501;0;0;1;0;0;0;0;25
8842;1984;0;6;0;2095;1;0;0;0;1;0;0;0;0;0;11;0;1,67536103725433;0;0;0;1;0;0;0;36
8842;1985;0;7;0;2374;1;0;0;0;0;0;1;0;0;0;11;0;1,63375294208527;0;0;0;0;1;0;0;49
8842;1986;0;8;0;2556;1;0;0;0;0;0;0;1;0;0;11;0;1,59388601779938;0;0;0;0;0;1;0;64
8842;1987;0;9;0;2600;1;0;0;0;0;0;0;1;0;0;11;0;1,5378520488739;0;0;0;0;0;0;1;81
8846;1980;0;2;0;2080;1;0;0;0;0;0;0;0;0;1;12;1;1,29717695713043;0;0;0;0;0;0;0;4
8846;1981;0;3;0;2080;1;0;0;0;0;0;0;0;0;1;12;1;1,32687103748322;1;0;0;0;0;0;0;9
8846;1982;0;4;0;2080;1;0;0;0;0;0;0;0;0;1;12;1;1,28103005886078;0;1;0;0;0;0;0;16
8846;1983;0;5;0;2080;1;0;0;0;0;0;0;0;0;1;12;1;1,34259295463562;0;0;1;0;0;0;0;25
8846;1984;0;6;0;2080;1;0;0;0;0;0;0;0;0;1;12;1;1,33475995063782;0;0;0;1;0;0;0;36
8846;1985;0;7;0;2530;1;1;0;0;0;0;0;0;0;0;12;1;1,48914098739624;0;0;0;0;1;0;0;49
8846;1986;0;8;0;2278;1;1;0;0;0;0;0;0;0;0;12;1;1,76032495498657;0;0;0;0;0;1;0;64
8846;1987;0;9;0;2264;1;0;0;0;1;0;0;0;0;0;12;1;1,62770295143127;0;0;0;0;0;0;1;81
8860;1980;0;4;1;1650;0;0;0;0;0;0;0;0;0;1;13;1;1,23064494132996;0;0;0;0;0;0;0;16
8860;1981;0;5;1;2080;0;0;0;1;0;0;0;0;0;0;13;1;1,32687103748322;1;0;0;0;0;0;0;25
8860;1982;0;6;1;1850;0;0;0;1;0;0;0;0;0;0;13;0;1,28512501716614;0;1;0;0;0;0;0;36
8860;1983;0;7;1;2040;0;0;0;1;0;0;0;0;0;0;13;0;1,16946399211884;0;0;1;0;0;0;0;49
8860;1984;0;8;1;2080;1;0;0;0;0;0;0;1;0;0;13;0;1,22664296627045;0;0;0;1;0;0;0;64
8860;1985;0;9;1;2080;1;0;0;1;0;0;0;0;0;0;13;0;1,27348494529724;0;0;0;0;1;0;0;81
8860;1986;0;10;1;2080;1;0;0;0;0;0;0;1;0;0;13;1;1,26246798038483;0;0;0;0;0;1;0;100
8860;1987;0;11;1;2288;1;0;0;1;0;0;0;0;0;0;13;0;1,11914205551147;0;0;0;0;0;0;1;121
8862;1980;0;2;1;1587;0;0;0;1;0;0;0;0;0;0;13;0;1,26628005504608;0;0;0;0;0;0;0;4
8862;1981;0;3;1;1990;0;0;0;1;0;0;0;0;0;0;13;0;1,3977860212326;1;0;0;0;0;0;0;9
8862;1982;0;4;1;2010;0;0;1;0;0;0;0;0;0;0;13;0;1,50492095947266;0;1;0;0;0;0;0;16
8862;1983;0;5;1;2080;0;0;0;1;0;0;0;0;0;0;13;0;1,51777100563049;0;0;1;0;0;0;0;25
8862;1984;0;6;1;2472;0;0;1;0;0;0;0;0;0;0;13;0;1,50988698005676;0;0;0;1;0;0;0;36
8862;1985;0;7;1;2112;0;0;1;0;0;0;0;0;0;0;13;0;1,88803803920746;0;0;0;0;1;0;0;49
8862;1986;0;8;1;2384;0;0;1;0;0;0;0;0;0;0;13;0;1,76363301277161;0;0;0;0;0;1;0;64
8862;1987;0;9;1;2496;0;0;1;0;0;0;0;0;0;0;13;0;1,89233100414276;0;0;0;0;0;0;1;81
8880;1980;0;4;1;1769;0;0;0;0;1;0;0;0;0;0;12;0;2,05892395973206;0;0;0;0;0;0;0;16
8880;1981;0;5;1;2136;0;0;0;0;0;1;0;0;0;0;12;0;2,29249691963196;1;0;0;0;0;0;0;25
8880;1982;0;6;1;2260;0;0;0;0;0;1;0;0;0;0;12;1;2,29898500442505;0;1;0;0;0;0;0;36
8880;1983;0;7;1;2208;0;0;0;0;0;1;0;0;0;0;12;1;2,40204691886902;0;0;1;0;0;0;0;49
8880;1984;0;8;1;2229;1;0;0;0;0;1;0;0;0;0;12;1;2,3909649848938;0;0;0;1;0;0;0;64
8880;1985;0;9;1;2101;1;0;0;0;0;1;0;0;0;0;12;1;2,40650391578674;0;0;0;0;1;0;0;81
8880;1986;0;10;1;2080;1;0;0;0;0;1;0;0;0;0;12;1;2,51908397674561;0;0;0;0;0;1;0;100
8880;1987;0;11;1;2142;1;0;0;0;0;1;0;0;0;0;12;1;2,52485394477844;0;0;0;0;0;0;1;121
8886;1980;0;5;1;2080;0;0;0;0;0;1;0;0;0;0;12;0;1,42942798137665;0;0;0;0;0;0;0;25
8886;1981;0;6;1;2080;0;0;0;0;0;1;0;0;0;0;12;0;1,4423840045929;1;0;0;0;0;0;0;36
8886;1982;0;7;1;2080;0;0;0;0;0;1;0;0;0;0;12;0;1,57927405834198;0;1;0;0;0;0;0;49
8886;1983;0;8;1;2272;0;0;0;0;1;0;0;0;0;0;12;0;1,49057304859161;0;0;1;0;0;0;0;64
8886;1984;0;9;1;2104;0;0;1;0;0;0;0;0;0;0;12;0;1,78885698318481;0;0;0;1;0;0;0;81
8886;1985;0;10;1;2080;1;0;1;0;0;0;0;0;0;0;12;0;1,60226595401764;0;0;0;0;1;0;0;100
8886;1986;0;11;1;2285;1;0;0;0;0;1;0;0;0;0;12;0;1,49803197383881;0;0;0;0;0;1;0;121
8886;1987;0;12;1;2220;0;0;0;0;0;1;0;0;0;0;12;0;2,11871290206909;0;0;0;0;0;0;1;144
8903;1980;0;2;1;1890;0;0;0;0;0;0;0;0;0;1;11;0;0,981671690940857;0;0;0;0;0;0;0;4
8903;1981;0;3;1;898;1;0;0;0;0;0;0;0;0;1;11;0;-0,22091880440712;1;0;0;0;0;0;0;9
8903;1982;0;4;1;2068;0;1;0;0;0;0;0;0;0;0;11;0;1,18546402454376;0;1;0;0;0;0;0;16
8903;1983;0;5;1;2000;1;0;0;0;0;0;0;1;0;0;11;0;1,39691305160522;0;0;1;0;0;0;0;25
8903;1984;0;6;1;2080;1;1;0;0;0;0;0;0;0;0;11;0;1,30785298347473;0;0;0;1;0;0;0;36
8903;1985;0;7;1;2200;1;0;0;0;0;0;0;0;0;1;11;0;1,65271401405334;0;0;0;0;1;0;0;49
8903;1986;0;8;1;3536;1;0;0;0;0;0;0;0;0;1;11;0;1,15810799598694;0;0;0;0;0;1;0;64
